"epoch","5_cont - _step","5_cont - _step__MIN","5_cont - _step__MAX","5_cont - train_loss","5_cont - train_loss__MIN","5_cont - train_loss__MAX","5_cont - val_loss","5_cont - val_loss__MIN","5_cont - val_loss__MAX","7_cont - _step","7_cont - _step__MIN","7_cont - _step__MAX","7_cont - train_loss","7_cont - train_loss__MIN","7_cont - train_loss__MAX","7_cont - val_loss","7_cont - val_loss__MIN","7_cont - val_loss__MAX","7_swin - _step","7_swin - _step__MIN","7_swin - _step__MAX","7_swin - train_loss","7_swin - train_loss__MIN","7_swin - train_loss__MAX","7_swin - val_loss","7_swin - val_loss__MIN","7_swin - val_loss__MAX","6_5 levels - _step","6_5 levels - _step__MIN","6_5 levels - _step__MAX","6_5 levels - train_loss","6_5 levels - train_loss__MIN","6_5 levels - train_loss__MAX","6_5 levels - val_loss","6_5 levels - val_loss__MIN","6_5 levels - val_loss__MAX","5_input size 256 and dropout - _step","5_input size 256 and dropout - _step__MIN","5_input size 256 and dropout - _step__MAX","5_input size 256 and dropout - train_loss","5_input size 256 and dropout - train_loss__MIN","5_input size 256 and dropout - train_loss__MAX","5_input size 256 and dropout - val_loss","5_input size 256 and dropout - val_loss__MIN","5_input size 256 and dropout - val_loss__MAX","ScaleIntensity added 2 - _step","ScaleIntensity added 2 - _step__MIN","ScaleIntensity added 2 - _step__MAX","ScaleIntensity added 2 - train_loss","ScaleIntensity added 2 - train_loss__MIN","ScaleIntensity added 2 - train_loss__MAX","ScaleIntensity added 2 - val_loss","ScaleIntensity added 2 - val_loss__MIN","ScaleIntensity added 2 - val_loss__MAX","4_input size 128 no intensity scaling, histogram equilisation - _step","4_input size 128 no intensity scaling, histogram equilisation - _step__MIN","4_input size 128 no intensity scaling, histogram equilisation - _step__MAX","4_input size 128 no intensity scaling, histogram equilisation - train_loss","4_input size 128 no intensity scaling, histogram equilisation - train_loss__MIN","4_input size 128 no intensity scaling, histogram equilisation - train_loss__MAX","4_input size 128 no intensity scaling, histogram equilisation - val_loss","4_input size 128 no intensity scaling, histogram equilisation - val_loss__MIN","4_input size 128 no intensity scaling, histogram equilisation - val_loss__MAX","Third_Run (128x128) - _step","Third_Run (128x128) - _step__MIN","Third_Run (128x128) - _step__MAX","Third_Run (128x128) - train_loss","Third_Run (128x128) - train_loss__MIN","Third_Run (128x128) - train_loss__MAX","Third_Run (128x128) - val_loss","Third_Run (128x128) - val_loss__MIN","Third_Run (128x128) - val_loss__MAX","2_cont - _step","2_cont - _step__MIN","2_cont - _step__MAX","2_cont - train_loss","2_cont - train_loss__MIN","2_cont - train_loss__MAX","2_cont - val_loss","2_cont - val_loss__MIN","2_cont - val_loss__MAX","2_z-score_normalisation - _step","2_z-score_normalisation - _step__MIN","2_z-score_normalisation - _step__MAX","2_z-score_normalisation - train_loss","2_z-score_normalisation - train_loss__MIN","2_z-score_normalisation - train_loss__MAX","2_z-score_normalisation - val_loss","2_z-score_normalisation - val_loss__MIN","2_z-score_normalisation - val_loss__MAX"
"24","","","","","","","","","","3","3","3","0.20243862853581165","0.20243862853581165","0.20243862853581165","0.216369299976914","0.216369299976914","0.216369299976914","","","","","","","","","","24","24","24","0.18428998377894154","0.18428998377894154","0.18428998377894154","0.18585235148116394","0.18585235148116394","0.18585235148116394","24","24","24","0.17544665560126305","0.17544665560126305","0.17544665560126305","0.1816367109892545","0.1816367109892545","0.1816367109892545","","","","","","","","","","24","24","24","0.21966330666376763","0.21966330666376763","0.21966330666376763","0.22578070451225046","0.22578070451225046","0.22578070451225046","24","24","24","0.2193930317812106","0.2193930317812106","0.2193930317812106","0.24066506398211623","0.24066506398211623","0.24066506398211623","","","","","","","","","","24","24","24","0.26503735139746876","0.26503735139746876","0.26503735139746876","0.2646611748491743","0.2646611748491743","0.2646611748491743"
"25","","","","","","","","","","4","4","4","0.19851523136892238","0.19851523136892238","0.19851523136892238","0.22954165858251077","0.22954165858251077","0.22954165858251077","","","","","","","","","","25","25","25","0.17836003572124393","0.17836003572124393","0.17836003572124393","0.17537804977209479","0.17537804977209479","0.17537804977209479","25","25","25","0.17387002427913562","0.17387002427913562","0.17387002427913562","0.18355166807218834","0.18355166807218834","0.18355166807218834","","","","","","","","","","25","25","25","0.21907959210083766","0.21907959210083766","0.21907959210083766","0.21001105313795207","0.21001105313795207","0.21001105313795207","25","25","25","0.22015532311208608","0.22015532311208608","0.22015532311208608","0.2209489242101026","0.2209489242101026","0.2209489242101026","","","","","","","","","","25","25","25","0.2569655488174753","0.2569655488174753","0.2569655488174753","0.2629767938562042","0.2629767938562042","0.2629767938562042"
"26","","","","","","","","","","5","5","5","0.19659360958372846","0.19659360958372846","0.19659360958372846","0.2025461791842072","0.2025461791842072","0.2025461791842072","","","","","","","","","","26","26","26","0.18038465164038314","0.18038465164038314","0.18038465164038314","0.17773729667619423","0.17773729667619423","0.17773729667619423","26","26","26","0.1699684251945059","0.1699684251945059","0.1699684251945059","0.17641520119375653","0.17641520119375653","0.17641520119375653","","","","","","","","","","26","26","26","0.20801101246175646","0.20801101246175646","0.20801101246175646","0.20625165232273726","0.20625165232273726","0.20625165232273726","26","26","26","0.2109657800012902","0.2109657800012902","0.2109657800012902","0.21579445192251065","0.21579445192251065","0.21579445192251065","","","","","","","","","","26","26","26","0.25302713409754907","0.25302713409754907","0.25302713409754907","0.2411896728643919","0.2411896728643919","0.2411896728643919"
"27","","","","","","","","","","6","6","6","0.1946073856298663","0.1946073856298663","0.1946073856298663","0.2152911756877546","0.2152911756877546","0.2152911756877546","","","","","","","","","","27","27","27","0.17246750191229732","0.17246750191229732","0.17246750191229732","0.17499541471953745","0.17499541471953745","0.17499541471953745","27","27","27","0.17184671358901912","0.17184671358901912","0.17184671358901912","0.17990377059689275","0.17990377059689275","0.17990377059689275","","","","","","","","","","27","27","27","0.20893329449248413","0.20893329449248413","0.20893329449248413","0.22614477392022939","0.22614477392022939","0.22614477392022939","27","27","27","0.21556638459823713","0.21556638459823713","0.21556638459823713","0.2073906680575977","0.2073906680575977","0.2073906680575977","","","","","","","","","","27","27","27","0.24951459641153573","0.24951459641153573","0.24951459641153573","0.25000334917446493","0.25000334917446493","0.25000334917446493"
"28","","","","","","","","","","7","7","7","0.18410766807173481","0.18410766807173481","0.18410766807173481","0.21828333338101705","0.21828333338101705","0.21828333338101705","","","","","","","","","","28","28","28","0.17217006271376328","0.17217006271376328","0.17217006271376328","0.18004827797412873","0.18004827797412873","0.18004827797412873","28","28","28","0.17335732309382504","0.17335732309382504","0.17335732309382504","0.19036058355812674","0.19036058355812674","0.19036058355812674","","","","","","","","","","28","28","28","0.21421814035279912","0.21421814035279912","0.21421814035279912","0.21366346320033516","0.21366346320033516","0.21366346320033516","28","28","28","0.21335623428976835","0.21335623428976835","0.21335623428976835","0.20584922137092038","0.20584922137092038","0.20584922137092038","","","","","","","","","","28","28","28","0.24336504341424012","0.24336504341424012","0.24336504341424012","0.2459754410535651","0.2459754410535651","0.2459754410535651"
"29","","","","","","","","","","8","8","8","0.22033149595646298","0.22033149595646298","0.22033149595646298","0.21500942453190133","0.21500942453190133","0.21500942453190133","","","","","","","","","","29","29","29","0.17298952906447299","0.17298952906447299","0.17298952906447299","0.1717531537844075","0.1717531537844075","0.1717531537844075","29","29","29","0.17185257250020483","0.17185257250020483","0.17185257250020483","0.1773665087642493","0.1773665087642493","0.1773665087642493","","","","","","","","","","29","29","29","0.20600193958854726","0.20600193958854726","0.20600193958854726","0.20119599445435637","0.20119599445435637","0.20119599445435637","29","29","29","0.21746143913131302","0.21746143913131302","0.21746143913131302","0.24009223418054085","0.24009223418054085","0.24009223418054085","","","","","","","","","","29","29","29","0.24947490218338095","0.24947490218338095","0.24947490218338095","0.25008662814987637","0.25008662814987637","0.25008662814987637"
"30","","","","","","","","","","9","9","9","0.19314585322467218","0.19314585322467218","0.19314585322467218","0.2010639680756463","0.2010639680756463","0.2010639680756463","","","","","","","","","","30","30","30","0.17024355566426486","0.17024355566426486","0.17024355566426486","0.17681427457266383","0.17681427457266383","0.17681427457266383","30","30","30","0.17138128408363887","0.17138128408363887","0.17138128408363887","0.18033818442512442","0.18033818442512442","0.18033818442512442","","","","","","","","","","30","30","30","0.20605788870612865","0.20605788870612865","0.20605788870612865","0.2111547406499714","0.2111547406499714","0.2111547406499714","30","30","30","0.21990457139596217","0.21990457139596217","0.21990457139596217","0.21889798199155516","0.21889798199155516","0.21889798199155516","","","","","","","","","","30","30","30","0.24324036300370172","0.24324036300370172","0.24324036300370172","0.2414881594229808","0.2414881594229808","0.2414881594229808"
"31","","","","","","","","","","10","10","10","0.18245124954636358","0.18245124954636358","0.18245124954636358","0.19624638449814585","0.19624638449814585","0.19624638449814585","","","","","","","","","","31","31","31","0.17439121408622807","0.17439121408622807","0.17439121408622807","0.17745186761021614","0.17745186761021614","0.17745186761021614","31","31","31","0.1729976363605311","0.1729976363605311","0.1729976363605311","0.18018685306111973","0.18018685306111973","0.18018685306111973","","","","","","","","","","31","31","31","0.21050339888687394","0.21050339888687394","0.21050339888687394","0.20083640330232208","0.20083640330232208","0.20083640330232208","31","31","31","0.20675265315544455","0.20675265315544455","0.20675265315544455","0.20974942064085858","0.20974942064085858","0.20974942064085858","","","","","","","","","","31","31","31","0.23884013429784975","0.23884013429784975","0.23884013429784975","0.2266677994433389","0.2266677994433389","0.2266677994433389"
"32","","","","","","","","","","11","11","11","0.18442026068683431","0.18442026068683431","0.18442026068683431","0.20511337457983583","0.20511337457983583","0.20511337457983583","","","","","","","","","","","","","","","","","","","32","32","32","0.16925765285972788","0.16925765285972788","0.16925765285972788","0.17760234210226272","0.17760234210226272","0.17760234210226272","","","","","","","","","","32","32","32","0.20004952696598127","0.20004952696598127","0.20004952696598127","0.21408864533092453","0.21408864533092453","0.21408864533092453","32","32","32","0.20529082397139875","0.20529082397139875","0.20529082397139875","0.1962734370537407","0.1962734370537407","0.1962734370537407","","","","","","","","","","32","32","32","0.24265566156754473","0.24265566156754473","0.24265566156754473","0.23320597806273782","0.23320597806273782","0.23320597806273782"
"33","","","","","","","","","","12","12","12","0.1782472476425792","0.1782472476425792","0.1782472476425792","0.20349154864196425","0.20349154864196425","0.20349154864196425","","","","","","","","","","","","","","","","","","","33","33","33","0.1686396015604504","0.1686396015604504","0.1686396015604504","0.1848481517147135","0.1848481517147135","0.1848481517147135","","","","","","","","","","33","33","33","0.20044722477709795","0.20044722477709795","0.20044722477709795","0.20492496545042246","0.20492496545042246","0.20492496545042246","33","33","33","0.20358073406954522","0.20358073406954522","0.20358073406954522","0.20675905996095736","0.20675905996095736","0.20675905996095736","","","","","","","","","","33","33","33","0.23821151823963688","0.23821151823963688","0.23821151823963688","0.24696952875939002","0.24696952875939002","0.24696952875939002"
"34","","","","","","","","","","13","13","13","0.17878422479168707","0.17878422479168707","0.17878422479168707","0.20226877171684193","0.20226877171684193","0.20226877171684193","","","","","","","","","","","","","","","","","","","34","34","34","0.1746846893567498","0.1746846893567498","0.1746846893567498","0.17757512052302007","0.17757512052302007","0.17757512052302007","","","","","","","","","","34","34","34","0.2038830425277227","0.2038830425277227","0.2038830425277227","0.22490320530578106","0.22490320530578106","0.22490320530578106","34","34","34","0.20400884838289574","0.20400884838289574","0.20400884838289574","0.20496258514909052","0.20496258514909052","0.20496258514909052","","","","","","","","","","34","34","34","0.2349480067481514","0.2349480067481514","0.2349480067481514","0.2394708858519017","0.2394708858519017","0.2394708858519017"
"35","","","","","","","","","","14","14","14","0.17580721658818863","0.17580721658818863","0.17580721658818863","0.21145071321063572","0.21145071321063572","0.21145071321063572","","","","","","","","","","","","","","","","","","","35","35","35","0.1683552851822196","0.1683552851822196","0.1683552851822196","0.17621676019496388","0.17621676019496388","0.17621676019496388","","","","","","","","","","35","35","35","0.20199213515059286","0.20199213515059286","0.20199213515059286","0.22145630149205378","0.22145630149205378","0.22145630149205378","35","35","35","0.20268869840641732","0.20268869840641732","0.20268869840641732","0.19975459315298216","0.19975459315298216","0.19975459315298216","","","","","","","","","","35","35","35","0.23825757767410338","0.23825757767410338","0.23825757767410338","0.23538244138973796","0.23538244138973796","0.23538244138973796"
"36","","","","","","","","","","15","15","15","0.17629551759161868","0.17629551759161868","0.17629551759161868","0.19403165998282257","0.19403165998282257","0.19403165998282257","","","","","","","","","","","","","","","","","","","36","36","36","0.16683863707575478","0.16683863707575478","0.16683863707575478","0.17590723512349304","0.17590723512349304","0.17590723512349304","","","","","","","","","","36","36","36","0.19859817325912354","0.19859817325912354","0.19859817325912354","0.20195129164754236","0.20195129164754236","0.20195129164754236","36","36","36","0.20419824018510951","0.20419824018510951","0.20419824018510951","0.2023796348462096","0.2023796348462096","0.2023796348462096","","","","","","","","","","36","36","36","0.2340907704225984","0.2340907704225984","0.2340907704225984","0.2443384239969422","0.2443384239969422","0.2443384239969422"
"37","","","","","","","","","","16","16","16","0.17345081557746694","0.17345081557746694","0.17345081557746694","0.19698360783082466","0.19698360783082466","0.19698360783082466","","","","","","","","","","","","","","","","","","","37","37","37","0.1685607937015906","0.1685607937015906","0.1685607937015906","0.18954354952330943","0.18954354952330943","0.18954354952330943","","","","","","","","","","37","37","37","0.20332991611212492","0.20332991611212492","0.20332991611212492","0.19896424934267998","0.19896424934267998","0.19896424934267998","37","37","37","0.20003595281423642","0.20003595281423642","0.20003595281423642","0.21205740266905398","0.21205740266905398","0.21205740266905398","","","","","","","","","","37","37","37","0.23507989993115433","0.23507989993115433","0.23507989993115433","0.22698751288608104","0.22698751288608104","0.22698751288608104"
"38","","","","","","","","","","17","17","17","0.16657600896198207","0.16657600896198207","0.16657600896198207","0.18744258025178204","0.18744258025178204","0.18744258025178204","","","","","","","","","","","","","","","","","","","38","38","38","0.16942178605108701","0.16942178605108701","0.16942178605108701","0.1786235362843231","0.1786235362843231","0.1786235362843231","","","","","","","","","","38","38","38","0.1937816348318167","0.1937816348318167","0.1937816348318167","0.20684006358721885","0.20684006358721885","0.20684006358721885","38","38","38","0.20460078515456753","0.20460078515456753","0.20460078515456753","0.200110164979909","0.200110164979909","0.200110164979909","","","","","","","","","","38","38","38","0.2356520839066816","0.2356520839066816","0.2356520839066816","0.22078637464394357","0.22078637464394357","0.22078637464394357"
"39","","","","","","","","","","18","18","18","0.17086137684077776","0.17086137684077776","0.17086137684077776","0.23365495359456098","0.23365495359456098","0.23365495359456098","","","","","","","","","","","","","","","","","","","39","39","39","0.16548711875406633","0.16548711875406633","0.16548711875406633","0.17223828512209433","0.17223828512209433","0.17223828512209433","","","","","","","","","","39","39","39","0.1997800129113578","0.1997800129113578","0.1997800129113578","0.19250466365741087","0.19250466365741087","0.19250466365741087","39","39","39","0.19572238650705134","0.19572238650705134","0.19572238650705134","0.21910204606816228","0.21910204606816228","0.21910204606816228","","","","","","","","","","39","39","39","0.23436953761309637","0.23436953761309637","0.23436953761309637","0.24360590768791043","0.24360590768791043","0.24360590768791043"
"40","","","","","","","","","","19","19","19","0.1744115064311929","0.1744115064311929","0.1744115064311929","0.1980838899259214","0.1980838899259214","0.1980838899259214","","","","","","","","","","","","","","","","","","","40","40","40","0.16648501952906616","0.16648501952906616","0.16648501952906616","0.17599825594160293","0.17599825594160293","0.17599825594160293","","","","","","","","","","40","40","40","0.19556799640550332","0.19556799640550332","0.19556799640550332","0.20638871294027367","0.20638871294027367","0.20638871294027367","40","40","40","0.20873939773427838","0.20873939773427838","0.20873939773427838","0.20393729437017974","0.20393729437017974","0.20393729437017974","","","","","","","","","","40","40","40","0.2290187434395071","0.2290187434395071","0.2290187434395071","0.2261272099658459","0.2261272099658459","0.2261272099658459"
"41","","","","","","","","","","20","20","20","0.16915162806125247","0.16915162806125247","0.16915162806125247","0.1856326266847275","0.1856326266847275","0.1856326266847275","","","","","","","","","","","","","","","","","","","41","41","41","0.16480585585246568","0.16480585585246568","0.16480585585246568","0.17214511823323037","0.17214511823323037","0.17214511823323037","","","","","","","","","","41","41","41","0.19849596898846267","0.19849596898846267","0.19849596898846267","0.20343868363800988","0.20343868363800988","0.20343868363800988","41","41","41","0.20042864216820283","0.20042864216820283","0.20042864216820283","0.20429880199711561","0.20429880199711561","0.20429880199711561","","","","","","","","","","41","41","41","0.2296843076469142","0.2296843076469142","0.2296843076469142","0.24532558244123334","0.24532558244123334","0.24532558244123334"
"42","","","","","","","","","","21","21","21","0.1665425701927738","0.1665425701927738","0.1665425701927738","0.18474166936896466","0.18474166936896466","0.18474166936896466","","","","","","","","","","","","","","","","","","","42","42","42","0.16489686644753487","0.16489686644753487","0.16489686644753487","0.17306814110941357","0.17306814110941357","0.17306814110941357","","","","","","","","","","42","42","42","0.19209920020946183","0.19209920020946183","0.19209920020946183","0.19265794507522122","0.19265794507522122","0.19265794507522122","42","42","42","0.1960418427582173","0.1960418427582173","0.1960418427582173","0.19643565563685833","0.19643565563685833","0.19643565563685833","","","","","","","","","","42","42","42","0.2296324020971646","0.2296324020971646","0.2296324020971646","0.22485615282586072","0.22485615282586072","0.22485615282586072"
"43","","","","","","","","","","22","22","22","0.16726650635735327","0.16726650635735327","0.16726650635735327","0.18679935040849227","0.18679935040849227","0.18679935040849227","","","","","","","","","","","","","","","","","","","43","43","43","0.1704088117019469","0.1704088117019469","0.1704088117019469","0.1892361628236594","0.1892361628236594","0.1892361628236594","","","","","","","","","","43","43","43","0.192939665207655","0.192939665207655","0.192939665207655","0.19592925350849957","0.19592925350849957","0.19592925350849957","43","43","43","0.19609244533290132","0.19609244533290132","0.19609244533290132","0.20220326142018613","0.20220326142018613","0.20220326142018613","","","","","","","","","","43","43","43","0.22903881187574202","0.22903881187574202","0.22903881187574202","0.2291464223266756","0.2291464223266756","0.2291464223266756"
"44","","","","","","","","","","23","23","23","0.16474238723641685","0.16474238723641685","0.16474238723641685","0.1835792236857944","0.1835792236857944","0.1835792236857944","","","","","","","","","","","","","","","","","","","44","44","44","0.16663610716076457","0.16663610716076457","0.16663610716076457","0.17149349257901864","0.17149349257901864","0.17149349257901864","","","","","","","","","","44","44","44","0.19745002110966114","0.19745002110966114","0.19745002110966114","0.19476423082963243","0.19476423082963243","0.19476423082963243","44","44","44","0.19584505098770147","0.19584505098770147","0.19584505098770147","0.21040858981999322","0.21040858981999322","0.21040858981999322","","","","","","","","","","44","44","44","0.23317859996454554","0.23317859996454554","0.23317859996454554","0.22711046916678493","0.22711046916678493","0.22711046916678493"
"45","","","","","","","","","","24","24","24","0.16398450376919838","0.16398450376919838","0.16398450376919838","0.18963323169284396","0.18963323169284396","0.18963323169284396","","","","","","","","","","","","","","","","","","","45","45","45","0.16230925814319058","0.16230925814319058","0.16230925814319058","0.17738183874774863","0.17738183874774863","0.17738183874774863","","","","","","","","","","45","45","45","0.1982534045838759","0.1982534045838759","0.1982534045838759","0.21078192322172196","0.21078192322172196","0.21078192322172196","45","45","45","0.19555246757985162","0.19555246757985162","0.19555246757985162","0.2257000974839948","0.2257000974839948","0.2257000974839948","","","","","","","","","","45","45","45","0.2272445266330693","0.2272445266330693","0.2272445266330693","0.22996916962600553","0.22996916962600553","0.22996916962600553"
"46","","","","","","","","","","25","25","25","0.1659592024418486","0.1659592024418486","0.1659592024418486","0.1918589413717941","0.1918589413717941","0.1918589413717941","","","","","","","","","","","","","","","","","","","46","46","46","0.16201476057787903","0.16201476057787903","0.16201476057787903","0.17796637515227","0.17796637515227","0.17796637515227","","","","","","","","","","46","46","46","0.19242271396699323","0.19242271396699323","0.19242271396699323","0.20191473659252587","0.20191473659252587","0.20191473659252587","46","46","46","0.19637447673076092","0.19637447673076092","0.19637447673076092","0.20284287607968962","0.20284287607968962","0.20284287607968962","","","","","","","","","","46","46","46","0.22886466791368082","0.22886466791368082","0.22886466791368082","0.21763358092053228","0.21763358092053228","0.21763358092053228"
"47","","","","","","","","","","26","26","26","0.16216939108587114","0.16216939108587114","0.16216939108587114","0.1864790513559624","0.1864790513559624","0.1864790513559624","","","","","","","","","","","","","","","","","","","47","47","47","0.16171852311416834","0.16171852311416834","0.16171852311416834","0.17056249680894392","0.17056249680894392","0.17056249680894392","","","","","","","","","","47","47","47","0.1924277999587044","0.1924277999587044","0.1924277999587044","0.20832360693734817","0.20832360693734817","0.20832360693734817","47","47","47","0.2016524329875447","0.2016524329875447","0.2016524329875447","0.21221419644012326","0.21221419644012326","0.21221419644012326","","","","","","","","","","47","47","47","0.2246864592390401","0.2246864592390401","0.2246864592390401","0.2127315447039099","0.2127315447039099","0.2127315447039099"
"48","","","","","","","","","","27","27","27","0.15888508140039043","0.15888508140039043","0.15888508140039043","0.1901845661578355","0.1901845661578355","0.1901845661578355","","","","","","","","","","","","","","","","","","","48","48","48","0.1602068812969853","0.1602068812969853","0.1602068812969853","0.17063640190495385","0.17063640190495385","0.17063640190495385","","","","","","","","","","48","48","48","0.20035865967858488","0.20035865967858488","0.20035865967858488","0.19505651147004396","0.19505651147004396","0.19505651147004396","48","48","48","0.1969465783194584","0.1969465783194584","0.1969465783194584","0.20113963041052943","0.20113963041052943","0.20113963041052943","","","","","","","","","","48","48","48","0.23186758713906302","0.23186758713906302","0.23186758713906302","0.24177933269661597","0.24177933269661597","0.24177933269661597"
"49","","","","","","","","","","28","28","28","0.15979095949094838","0.15979095949094838","0.15979095949094838","0.18561732493065022","0.18561732493065022","0.18561732493065022","","","","","","","","","","","","","","","","","","","49","49","49","0.16153515894122483","0.16153515894122483","0.16153515894122483","0.1703126971644384","0.1703126971644384","0.1703126971644384","","","","","","","","","","49","49","49","0.19007488830062022","0.19007488830062022","0.19007488830062022","0.19996238750540635","0.19996238750540635","0.19996238750540635","49","49","49","0.1989597253297933","0.1989597253297933","0.1989597253297933","0.19276238518133482","0.19276238518133482","0.19276238518133482","","","","","","","","","","49","49","49","0.22373662129858463","0.22373662129858463","0.22373662129858463","0.23298019680391902","0.23298019680391902","0.23298019680391902"
"50","","","","","","","","","","29","29","29","0.15968905455049345","0.15968905455049345","0.15968905455049345","0.18500756756575018","0.18500756756575018","0.18500756756575018","","","","","","","","","","","","","","","","","","","50","50","50","0.16488716907861853","0.16488716907861853","0.16488716907861853","0.17912933125540062","0.17912933125540062","0.17912933125540062","","","","","","","","","","50","50","50","0.1996775055382432","0.1996775055382432","0.1996775055382432","0.1943285341017973","0.1943285341017973","0.1943285341017973","50","50","50","0.19367572972785776","0.19367572972785776","0.19367572972785776","0.1980772052361841","0.1980772052361841","0.1980772052361841","","","","","","","","","","","","","","","","","",""
"51","","","","","","","","","","30","30","30","0.1612095788371663","0.1612095788371663","0.1612095788371663","0.20179354675390102","0.20179354675390102","0.20179354675390102","","","","","","","","","","","","","","","","","","","51","51","51","0.1663068123787892","0.1663068123787892","0.1663068123787892","0.16868760309837483","0.16868760309837483","0.16868760309837483","","","","","","","","","","51","51","51","0.19097626483177438","0.19097626483177438","0.19097626483177438","0.1954829882151797","0.1954829882151797","0.1954829882151797","51","51","51","0.19088586377559089","0.19088586377559089","0.19088586377559089","0.1955123221065475","0.1955123221065475","0.1955123221065475","0","0","0","0.2226406928903165","0.2226406928903165","0.2226406928903165","0.2151407792222544","0.2151407792222544","0.2151407792222544","","","","","","","","",""
"52","","","","","","","","","","31","31","31","0.15773922596283318","0.15773922596283318","0.15773922596283318","0.184282055552359","0.184282055552359","0.184282055552359","","","","","","","","","","","","","","","","","","","52","52","52","0.1655116823478406","0.1655116823478406","0.1655116823478406","0.17361599502188188","0.17361599502188188","0.17361599502188188","","","","","","","","","","52","52","52","0.1912803573439978","0.1912803573439978","0.1912803573439978","0.20233442595567844","0.20233442595567844","0.20233442595567844","52","52","52","0.19467208658133736","0.19467208658133736","0.19467208658133736","0.19583584593962117","0.19583584593962117","0.19583584593962117","1","1","1","0.22982345385273464","0.22982345385273464","0.22982345385273464","0.2309955803601272","0.2309955803601272","0.2309955803601272","","","","","","","","",""
"53","","","","","","","","","","32","32","32","0.15903821584432065","0.15903821584432065","0.15903821584432065","0.18016451205368395","0.18016451205368395","0.18016451205368395","","","","","","","","","","","","","","","","","","","53","53","53","0.16312966874542356","0.16312966874542356","0.16312966874542356","0.17094360280919957","0.17094360280919957","0.17094360280919957","","","","","","","","","","53","53","53","0.1951427253573632","0.1951427253573632","0.1951427253573632","0.19358489482376212","0.19358489482376212","0.19358489482376212","53","53","53","0.2005518710381594","0.2005518710381594","0.2005518710381594","0.1927606703706612","0.1927606703706612","0.1927606703706612","2","2","2","0.2261225272267431","0.2261225272267431","0.2261225272267431","0.22246244247850433","0.22246244247850433","0.22246244247850433","","","","","","","","",""
"54","","","","","","","","","","33","33","33","0.1573114818697717","0.1573114818697717","0.1573114818697717","0.18457955947076832","0.18457955947076832","0.18457955947076832","","","","","","","","","","","","","","","","","","","54","54","54","0.15918651702148573","0.15918651702148573","0.15918651702148573","0.1666734574569596","0.1666734574569596","0.1666734574569596","","","","","","","","","","54","54","54","0.21238845283118615","0.21238845283118615","0.21238845283118615","0.18457868587239523","0.18457868587239523","0.18457868587239523","54","54","54","0.1923051564523778","0.1923051564523778","0.1923051564523778","0.1873318502007807","0.1873318502007807","0.1873318502007807","3","3","3","0.2224366535440463","0.2224366535440463","0.2224366535440463","0.21498397977323336","0.21498397977323336","0.21498397977323336","","","","","","","","",""
"55","","","","","","","","","","34","34","34","0.15701685720632055","0.15701685720632055","0.15701685720632055","0.18063665614635857","0.18063665614635857","0.18063665614635857","","","","","","","","","","","","","","","","","","","55","55","55","0.1605049007486145","0.1605049007486145","0.1605049007486145","0.17902297443813747","0.17902297443813747","0.17902297443813747","","","","","","","","","","55","55","55","0.19171882050597117","0.19171882050597117","0.19171882050597117","0.19275141967162768","0.19275141967162768","0.19275141967162768","55","55","55","0.1899989877882249","0.1899989877882249","0.1899989877882249","0.19238299203406478","0.19238299203406478","0.19238299203406478","4","4","4","0.21982427446187294","0.21982427446187294","0.21982427446187294","0.22092837736453708","0.22092837736453708","0.22092837736453708","","","","","","","","",""
"56","0","0","0","0.16040319133894282","0.16040319133894282","0.16040319133894282","0.16942440125125427","0.16942440125125427","0.16942440125125427","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","0.1594406520525197","0.1594406520525197","0.1594406520525197","0.1705456298534517","0.1705456298534517","0.1705456298534517","","","","","","","","","","56","56","56","0.1858464736694924","0.1858464736694924","0.1858464736694924","0.19553464590173672","0.19553464590173672","0.19553464590173672","56","56","56","0.19191298265980572","0.19191298265980572","0.19191298265980572","0.19252017968538526","0.19252017968538526","0.19252017968538526","5","5","5","0.2221868277269126","0.2221868277269126","0.2221868277269126","0.2231823260650094","0.2231823260650094","0.2231823260650094","","","","","","","","",""
